,Team,Season,Name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
0,Charlotte Hornets,2014-2015,Kemba Walker,24,62,58,34.2,6.1,15.8,.385,1.4,4.5,.304,4.7,11.3,.418,.429,3.8,4.6,.827,0.6,3.0,3.5,5.1,1.4,0.5,1.6,1.5,17.3
1,Charlotte Hornets,2014-2015,Mo Williams,32,27,14,30.8,6.0,15.3,.390,2.2,6.6,.337,3.7,8.7,.430,.462,3.1,3.4,.892,0.3,2.5,2.8,6.0,0.6,0.2,2.6,2.2,17.2
2,Charlotte Hornets,2014-2015,Al Jefferson,30,65,61,30.6,7.5,15.5,.481,0.0,0.1,.400,7.4,15.5,.482,.482,1.7,2.5,.655,1.5,6.9,8.4,1.7,0.7,1.3,1.0,2.1,16.6
3,Charlotte Hornets,2014-2015,Gerald Henderson,27,80,72,28.9,4.6,10.6,.437,0.6,1.7,.331,4.1,8.9,.457,.463,2.3,2.7,.848,0.5,3.0,3.4,2.6,0.6,0.3,1.4,1.7,12.1
4,Charlotte Hornets,2014-2015,Michael Kidd-Gilchrist,21,55,52,28.9,4.1,8.8,.465,0.0,0.0,,4.1,8.8,.465,.465,2.7,3.9,.701,2.0,5.6,7.6,1.4,0.5,0.7,1.1,2.1,10.9
5,Charlotte Hornets,2014-2015,Marvin Williams,28,78,37,26.1,2.7,6.3,.424,1.2,3.4,.358,1.5,2.9,.500,.520,0.8,1.1,.713,0.7,4.2,4.9,1.3,0.9,0.5,0.8,1.9,7.4
6,Charlotte Hornets,2014-2015,Lance Stephenson,24,61,25,25.8,3.4,9.0,.376,0.3,1.7,.171,3.1,7.3,.425,.393,1.1,1.8,.627,0.6,3.9,4.5,3.9,0.6,0.1,2.1,2.2,8.2
7,Charlotte Hornets,2014-2015,Cody Zeller,22,62,45,24.0,2.8,6.0,.461,0.0,0.0,1.000,2.8,6.0,.460,.462,2.0,2.6,.774,1.6,4.3,5.8,1.6,0.5,0.8,1.0,2.5,7.6
8,Charlotte Hornets,2014-2015,Gary Neal,30,43,0,21.7,3.3,9.3,.359,0.9,3.1,.293,2.4,6.2,.392,.408,2.0,2.4,.863,0.3,1.9,2.2,1.9,0.4,0.0,1.3,1.6,9.6
9,Charlotte Hornets,2014-2015,Bismack Biyombo,22,64,21,19.4,1.6,2.9,.543,0.0,0.0,,1.6,2.9,.543,.543,1.6,2.7,.583,2.5,3.9,6.4,0.3,0.3,1.5,0.8,2.2,4.8
10,Charlotte Hornets,2014-2015,Brian Roberts,29,72,10,18.5,2.4,6.3,.389,0.9,2.7,.321,1.6,3.6,.440,.458,0.9,1.0,.892,0.2,1.3,1.5,2.3,0.5,0.1,0.8,1.0,6.7
11,Charlotte Hornets,2014-2015,P.J. Hairston,22,45,2,15.3,1.9,6.0,.323,1.1,3.6,.301,0.8,2.4,.358,.414,0.7,0.8,.861,0.5,1.6,2.0,0.5,0.5,0.3,0.5,1.4,5.6
12,Charlotte Hornets,2014-2015,Jeffery Taylor,25,29,13,14.8,1.6,3.9,.395,0.4,1.2,.306,1.2,2.7,.436,.443,0.9,1.4,.634,0.5,1.3,1.8,0.8,0.4,0.0,0.7,1.2,4.4
13,Charlotte Hornets,2014-2015,Jason Maxiell,31,61,0,14.4,1.3,3.1,.422,0.0,0.0,,1.3,3.1,.422,.422,0.7,1.2,.577,1.4,1.9,3.3,0.3,0.3,0.7,0.5,1.6,3.3
14,Charlotte Hornets,2014-2015,Troy Daniels,23,11,0,12.3,2.5,5.4,.458,1.5,3.3,.472,0.9,2.1,.435,.602,0.5,0.6,.857,0.2,0.5,0.7,0.5,0.3,0.1,0.6,1.1,7.0
15,Charlotte Hornets,2014-2015,Noah Vonleh,19,25,0,10.4,1.2,3.0,.395,0.2,0.5,.385,1.0,2.5,.397,.428,0.7,1.0,.692,1.1,2.3,3.4,0.2,0.2,0.4,0.4,0.8,3.3
16,Charlotte Hornets,2014-2015,Jannero Pargo,35,9,0,8.1,1.7,3.9,.429,1.0,2.4,.409,0.7,1.4,.462,.557,0.2,0.2,1.000,0.0,0.3,0.3,0.9,0.0,0.0,0.3,0.9,4.6
