,Team,Name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
0,Boston Celtics,Jeff Green,28,33,33,33.1,6.2,14.4,.434,1.4,4.7,.305,4.8,9.7,.495,.483,3.7,4.4,.840,0.6,3.6,4.3,1.6,0.8,0.4,1.7,2.0,17.6
1,Boston Celtics,Rajon Rondo,28,22,22,31.8,3.7,9.1,.405,0.4,1.5,.250,3.3,7.6,.435,.425,0.5,1.6,.333,1.1,6.4,7.5,10.8,1.7,0.1,3.4,1.9,8.3
2,Boston Celtics,Avery Bradley,24,77,77,31.5,5.6,13.1,.429,1.6,4.6,.352,4.0,8.6,.470,.490,1.0,1.3,.790,0.6,2.5,3.1,1.8,1.1,0.2,1.4,2.3,13.9
3,Boston Celtics,Evan Turner,26,82,57,27.6,3.9,9.1,.429,0.4,1.5,.277,3.5,7.6,.458,.451,1.3,1.7,.752,0.5,4.6,5.1,5.5,1.0,0.2,2.4,2.2,9.5
4,Boston Celtics,Jared Sullinger,22,58,49,27.0,5.4,12.2,.439,0.9,3.2,.283,4.5,9.0,.494,.476,1.7,2.2,.744,2.5,5.1,7.6,2.3,0.8,0.7,1.3,2.6,13.3
5,Boston Celtics,Marcus Smart,20,67,38,27.0,2.6,7.1,.367,1.4,4.1,.335,1.3,3.1,.410,.462,1.2,1.9,.646,0.9,2.4,3.3,3.1,1.5,0.3,1.3,2.6,7.8
6,Boston Celtics,Isaiah Thomas,25,21,0,26.0,5.6,13.6,.411,2.3,6.6,.345,3.3,7.0,.473,.495,5.6,6.5,.861,0.3,1.8,2.1,5.4,0.6,0.0,2.6,2.1,19.0
7,Boston Celtics,Jae Crowder,24,57,17,24.2,3.4,8.2,.418,0.8,3.0,.282,2.6,5.2,.495,.469,1.7,2.3,.762,1.1,3.6,4.6,1.4,1.0,0.4,0.7,1.9,9.5
8,Boston Celtics,Brandon Bass,29,82,43,23.5,4.2,8.3,.504,0.1,0.4,.281,4.1,7.9,.515,.510,2.1,2.6,.790,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7,10.6
9,Boston Celtics,Kelly Olynyk,23,64,13,22.2,3.9,8.3,.475,1.0,2.7,.349,3.0,5.5,.538,.533,1.5,2.1,.684,1.4,3.3,4.7,1.7,1.0,0.6,1.5,3.3,10.3
10,Boston Celtics,Tayshaun Prince,34,9,0,22.0,3.7,6.6,.559,0.6,0.9,.625,3.1,5.7,.549,.602,0.6,0.7,.833,0.7,2.7,3.3,2.0,0.6,0.2,0.4,0.8,8.4
11,Boston Celtics,Tyler Zeller,25,82,59,21.1,4.1,7.5,.549,0.0,0.0,,4.1,7.5,.549,.549,1.9,2.3,.823,1.8,3.9,5.7,1.4,0.2,0.6,0.9,2.5,10.2
12,Boston Celtics,Jameer Nelson,32,6,1,20.2,1.5,6.8,.220,0.8,4.2,.200,0.7,2.7,.250,.280,1.0,1.5,.667,0.5,2.3,2.8,5.5,1.2,0.0,1.5,2.2,4.8
