,Team,Season,Name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
219,Charlotte Hornets,2016-2017,Marco Belinelli,30,74,0,24.0,3.6,8.3,.429,1.4,3.8,.360,2.2,4.5,.488,.512,2.0,2.3,.893,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,10.5
220,Charlotte Hornets,2016-2017,Jeremy Lamb,24,62,5,18.4,3.6,7.9,.460,0.7,2.4,.281,3.0,5.6,.536,.502,1.8,2.1,.853,0.5,3.8,4.3,1.2,0.4,0.4,0.6,1.6,9.7
221,Charlotte Hornets,2016-2017,Spencer Hawes,28,35,1,17.9,3.0,6.2,.477,0.5,1.6,.291,2.5,4.7,.540,.514,0.9,1.0,.882,0.9,3.3,4.2,1.8,0.4,0.7,1.1,1.7,7.3
222,Charlotte Hornets,2016-2017,Ramon Sessions,30,50,1,16.2,2.0,5.3,.380,0.4,1.2,.339,1.6,4.0,.393,.420,1.8,2.4,.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2
223,Charlotte Hornets,2016-2017,Roy Hibbert,30,42,13,16.0,1.9,3.4,.542,0.0,0.0,,1.9,3.4,.542,.542,1.5,1.8,.813,1.3,2.3,3.6,0.5,0.2,1.0,0.7,2.3,5.2
224,Charlotte Hornets,2016-2017,Miles Plumlee,28,13,0,13.4,1.1,1.8,.583,0.0,0.0,,1.1,1.8,.583,.583,0.2,0.3,.750,1.2,2.1,3.2,0.2,0.5,0.3,0.6,1.9,2.4
225,Charlotte Hornets,2016-2017,Mike Tobey,22,2,0,12.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,1.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.0
226,Charlotte Hornets,2016-2017,Briante Weber,24,13,0,12.2,1.5,3.5,.435,0.1,0.5,.143,1.5,3.0,.487,.446,0.7,1.0,.692,0.6,1.1,1.7,1.2,0.7,0.0,0.4,0.9,3.8
227,Charlotte Hornets,2016-2017,Brian Roberts,31,41,2,10.1,1.1,3.0,.377,0.4,1.1,.386,0.7,1.9,.372,.447,0.8,1.0,.846,0.1,0.8,1.0,1.3,0.2,0.0,0.6,0.4,3.5
228,Charlotte Hornets,2016-2017,Johnny O'Bryant,23,4,0,8.5,2.0,3.8,.533,0.3,0.8,.333,1.8,3.0,.583,.567,0.3,0.5,.500,1.0,1.0,2.0,1.0,0.0,0.0,0.8,1.5,4.5
229,Charlotte Hornets,2016-2017,Christian Wood,21,13,0,8.2,0.9,1.8,.522,0.0,0.4,.000,0.9,1.4,.667,.522,0.8,1.2,.733,1.1,1.2,2.2,0.2,0.2,0.5,0.5,0.8,2.7
230,Charlotte Hornets,2016-2017,Treveon Graham,23,27,1,7.0,0.7,1.5,.475,0.3,0.6,.600,0.4,0.9,.400,.588,0.4,0.6,.667,0.2,0.6,0.8,0.2,0.2,0.0,0.1,0.7,2.1
231,Charlotte Hornets,2016-2017,Aaron Harrison,22,5,0,3.4,0.0,0.8,.000,0.0,0.4,.000,0.0,0.4,.000,.000,0.2,0.4,.500,0.0,0.6,0.6,0.6,0.0,0.0,0.0,0.4,0.2
232,Atlanta Hawks,2016-2017,Paul Millsap,31,69,67,34.0,6.2,14.1,.442,1.1,3.5,.311,5.1,10.6,.486,.481,4.5,5.9,.768,1.6,6.1,7.7,3.7,1.3,0.9,2.3,2.7,18.1
233,Atlanta Hawks,2016-2017,Dennis Schroder,23,79,78,31.5,6.9,15.4,.451,1.3,3.7,.340,5.7,11.6,.487,.493,2.8,3.2,.855,0.5,2.6,3.1,6.3,0.9,0.2,3.3,1.9,17.9
234,Atlanta Hawks,2016-2017,Dwight Howard,31,74,74,29.7,5.2,8.3,.633,0.0,0.0,.000,5.2,8.3,.635,.633,3.1,5.7,.533,4.0,8.7,12.7,1.4,0.9,1.2,2.3,2.7,13.5
235,Atlanta Hawks,2016-2017,Kyle Korver,35,32,21,27.9,3.4,7.7,.439,2.0,5.0,.409,1.3,2.7,.494,.571,0.8,0.8,.889,0.0,2.8,2.8,2.3,0.7,0.4,1.3,1.5,9.5
236,Atlanta Hawks,2016-2017,Tim Hardaway,24,79,30,27.3,5.3,11.5,.455,1.9,5.3,.357,3.4,6.3,.537,.537,2.1,2.7,.766,0.4,2.4,2.8,2.3,0.7,0.2,1.3,1.3,14.5
237,Atlanta Hawks,2016-2017,Kent Bazemore,27,73,64,26.9,4.0,9.9,.409,1.3,3.6,.346,2.8,6.2,.446,.473,1.6,2.3,.708,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,11.0
238,Atlanta Hawks,2016-2017,Thabo Sefolosha,32,62,42,25.7,2.8,6.4,.441,0.7,1.9,.342,2.1,4.4,.484,.492,0.9,1.2,.733,0.9,3.5,4.4,1.7,1.5,0.5,0.9,1.6,7.2
239,Atlanta Hawks,2016-2017,Ersan Ilyasova,29,26,12,24.3,3.6,8.7,.412,1.2,3.5,.348,2.3,5.2,.455,.482,2.0,2.5,.800,1.6,4.2,5.8,1.7,0.8,0.3,1.3,2.8,10.4
240,Atlanta Hawks,2016-2017,Mike Muscala,25,70,3,17.7,2.4,4.8,.504,0.7,1.6,.418,1.8,3.2,.546,.573,0.7,0.9,.766,1.1,2.3,3.4,1.4,0.4,0.6,0.8,1.4,6.2
241,Atlanta Hawks,2016-2017,Malcolm Delaney,27,73,2,17.1,2.0,5.3,.374,0.4,1.5,.236,1.6,3.8,.428,.407,1.0,1.3,.806,0.1,1.5,1.7,2.6,0.5,0.0,1.3,1.5,5.4
242,Atlanta Hawks,2016-2017,Taurean Waller-Prince,22,59,10,16.6,1.9,4.8,.400,0.6,1.7,.324,1.4,3.1,.443,.458,1.3,1.6,.787,0.4,2.2,2.7,0.9,0.7,0.5,1.0,1.6,5.7
243,Atlanta Hawks,2016-2017,Mike Dunleavy,36,30,0,15.8,1.9,4.3,.438,1.1,2.6,.429,0.8,1.8,.453,.565,0.7,0.9,.846,0.4,1.8,2.3,1.0,0.3,0.2,0.5,1.2,5.6
244,Atlanta Hawks,2016-2017,Jose Calderon,35,17,2,14.5,1.4,3.4,.404,0.5,1.8,.267,0.9,1.6,.556,.474,0.4,0.5,.875,0.4,1.5,1.9,2.2,0.2,0.0,0.9,0.8,3.6
245,Atlanta Hawks,2016-2017,Kris Humphries,31,56,4,12.3,1.6,3.8,.407,0.3,1.0,.352,1.2,2.9,.425,.451,1.1,1.5,.780,1.1,2.6,3.7,0.5,0.3,0.4,0.5,1.2,4.6
246,Atlanta Hawks,2016-2017,Mike Scott,28,18,0,10.8,0.9,3.3,.288,0.2,1.5,.148,0.7,1.8,.406,.322,0.4,0.4,.875,0.6,1.5,2.1,0.9,0.2,0.2,0.4,0.7,2.5
247,Atlanta Hawks,2016-2017,DeAndre' Bembry,22,38,1,9.8,1.2,2.6,.480,0.0,0.5,.056,1.2,2.1,.575,.485,0.2,0.4,.375,0.4,1.2,1.6,0.7,0.2,0.1,0.4,0.6,2.7
248,Atlanta Hawks,2016-2017,Gary Neal,32,2,0,9.0,0.0,3.5,.000,0.0,1.0,.000,0.0,2.5,.000,.000,2.0,2.0,1.000,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,2.0
249,Atlanta Hawks,2016-2017,Lamar Patterson,25,5,0,8.0,0.6,3.0,.200,0.2,1.2,.167,0.4,1.8,.222,.233,0.4,0.6,.667,0.2,1.2,1.4,1.2,0.2,0.0,0.8,1.2,1.8
250,Atlanta Hawks,2016-2017,Ryan Kelly,25,16,0,6.9,0.5,1.8,.286,0.3,0.6,.400,0.3,1.1,.222,.357,0.3,0.4,.833,0.1,1.1,1.1,0.5,0.3,0.3,0.3,0.3,1.6
251,Atlanta Hawks,2016-2017,Edy Tavares,24,1,0,4.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,2.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
252,Chicago Bulls,2016-2017,Jimmy Butler,27,76,75,37.0,7.5,16.5,.455,1.2,3.3,.367,6.3,13.2,.477,.492,7.7,8.9,.865,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,23.9
253,Chicago Bulls,2016-2017,Dwyane Wade,35,60,59,29.9,6.9,15.9,.434,0.8,2.4,.310,6.2,13.5,.456,.457,3.7,4.7,.794,1.1,3.5,4.5,3.8,1.4,0.7,2.3,1.9,18.3
254,Chicago Bulls,2016-2017,Robin Lopez,28,81,81,28.0,4.7,9.6,.493,0.0,0.0,.000,4.7,9.5,.494,.493,0.9,1.3,.721,3.0,3.4,6.4,1.0,0.2,1.4,1.1,1.9,10.4
255,Chicago Bulls,2016-2017,Taj Gibson,31,55,55,27.3,5.0,9.6,.521,0.0,0.2,.167,5.0,9.4,.529,.523,1.5,2.2,.714,2.2,4.8,6.9,1.1,0.5,0.9,1.4,2.2,11.6
256,Chicago Bulls,2016-2017,Rajon Rondo,30,69,42,26.7,3.3,8.1,.408,0.7,1.9,.376,2.6,6.2,.418,.453,0.4,0.7,.600,1.1,4.1,5.1,6.7,1.4,0.2,2.4,2.1,7.8
257,Chicago Bulls,2016-2017,Doug McDermott,25,44,4,24.5,3.8,8.5,.445,1.3,3.4,.373,2.5,5.1,.493,.520,1.3,1.5,.881,0.3,2.6,3.0,1.0,0.3,0.1,0.7,1.3,10.2
258,Chicago Bulls,2016-2017,Nikola Mirotic,25,70,15,24.0,3.7,8.9,.413,1.8,5.4,.342,1.8,3.5,.520,.516,1.4,1.8,.773,0.9,4.6,5.5,1.1,0.8,0.8,1.1,1.8,10.6
259,Chicago Bulls,2016-2017,Paul Zipser,22,44,18,19.2,2.0,5.0,.398,0.8,2.3,.333,1.3,2.8,.451,.473,0.7,0.9,.775,0.3,2.5,2.8,0.8,0.3,0.4,0.9,1.8,5.5
260,Chicago Bulls,2016-2017,Michael Carter-Williams,25,45,19,18.8,2.5,6.8,.366,0.3,1.4,.234,2.2,5.4,.401,.391,1.3,1.7,.753,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,6.6
261,Chicago Bulls,2016-2017,Denzel Valentine,23,57,0,17.1,1.8,5.1,.354,1.3,3.6,.351,0.5,1.4,.363,.481,0.2,0.3,.778,0.2,2.5,2.6,1.1,0.5,0.1,0.9,1.5,5.1
262,Chicago Bulls,2016-2017,Jerian Grant,24,63,28,16.3,2.0,4.8,.425,0.8,2.1,.366,1.3,2.7,.473,.507,1.0,1.2,.890,0.3,1.5,1.8,1.9,0.7,0.1,0.7,1.5,5.9
263,Chicago Bulls,2016-2017,Cristiano Felicio,24,66,0,15.8,1.9,3.3,.579,0.0,0.0,,1.9,3.3,.579,.579,0.9,1.4,.645,1.9,2.8,4.7,0.6,0.4,0.3,0.5,1.7,4.8
264,Chicago Bulls,2016-2017,Bobby Portis,21,64,13,15.6,2.9,5.9,.488,0.5,1.5,.333,2.4,4.4,.541,.531,0.6,0.9,.661,1.2,3.5,4.6,0.5,0.3,0.2,0.6,1.5,6.8
265,Chicago Bulls,2016-2017,Isaiah Canaan,25,39,0,15.2,1.6,4.4,.364,0.6,2.4,.266,1.0,2.0,.481,.436,0.8,0.8,.909,0.2,1.1,1.3,0.9,0.6,0.0,0.5,0.9,4.6
266,Chicago Bulls,2016-2017,Cameron Payne,22,11,0,12.9,1.9,5.7,.333,1.0,3.1,.324,0.9,2.6,.345,.421,0.1,0.4,.250,0.1,1.5,1.5,1.4,0.4,0.0,1.2,1.3,4.9
267,Chicago Bulls,2016-2017,Joffrey Lauvergne,25,20,1,12.1,1.9,4.6,.402,0.3,1.0,.300,1.6,3.6,.431,.435,0.5,0.8,.600,1.1,2.4,3.4,1.0,0.4,0.0,0.8,0.6,4.5
268,Chicago Bulls,2016-2017,Anthony Morrow,31,9,0,9.7,1.3,3.2,.414,0.7,1.6,.429,0.7,1.7,.400,.517,1.2,1.2,1.000,0.1,0.1,0.2,0.7,0.2,0.0,0.0,0.4,4.6
269,Chicago Bulls,2016-2017,R.J. Hunter,23,3,0,3.0,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
270,Houston Rockets,2016-2017,James Harden,27,81,81,36.4,8.3,18.9,.440,3.2,9.3,.347,5.1,9.6,.530,.525,9.2,10.9,.847,1.2,7.0,8.1,11.2,1.5,0.5,5.7,2.7,29.1
271,Houston Rockets,2016-2017,Trevor Ariza,31,80,80,34.7,4.1,10.0,.409,2.4,6.9,.344,1.7,3.0,.556,.528,1.2,1.6,.738,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,11.7
272,Houston Rockets,2016-2017,Eric Gordon,28,75,15,31.0,5.5,13.5,.406,3.3,8.8,.372,2.2,4.7,.468,.527,2.0,2.3,.840,0.4,2.3,2.7,2.5,0.6,0.5,1.6,2.0,16.2
273,Houston Rockets,2016-2017,Patrick Beverley,28,67,67,30.7,3.4,8.1,.420,1.6,4.3,.382,1.8,3.8,.463,.521,1.1,1.4,.768,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,9.5
274,Houston Rockets,2016-2017,Ryan Anderson,28,72,72,29.4,4.5,10.7,.418,2.8,7.0,.403,1.7,3.7,.446,.550,1.8,2.1,.860,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,13.6
275,Houston Rockets,2016-2017,Lou Williams,30,23,0,25.7,4.4,11.5,.386,1.8,5.6,.318,2.7,5.9,.452,.464,4.3,4.9,.867,0.5,2.5,3.0,2.4,0.7,0.4,1.7,1.1,14.9
276,Houston Rockets,2016-2017,Clint Capela,22,65,59,23.9,5.6,8.7,.643,0.0,0.0,,5.6,8.7,.643,.643,1.4,2.7,.531,2.7,5.4,8.1,1.0,0.5,1.2,1.3,2.8,12.6
277,Houston Rockets,2016-2017,Troy Williams,22,6,3,23.2,3.7,7.3,.500,1.3,3.5,.381,2.3,3.8,.609,.591,1.0,1.2,.857,1.5,2.5,4.0,1.0,0.5,0.2,1.0,3.0,9.7
278,Houston Rockets,2016-2017,Sam Dekker,22,77,2,18.4,2.6,5.6,.473,0.8,2.4,.321,1.9,3.1,.591,.543,0.5,0.9,.559,1.2,2.5,3.7,1.0,0.5,0.3,0.5,1.1,6.5
279,Houston Rockets,2016-2017,Montrezl Harrell,23,58,14,18.3,3.9,5.9,.652,0.0,0.1,.143,3.9,5.8,.663,.654,1.3,2.1,.628,1.4,2.4,3.8,1.1,0.3,0.7,0.8,2.2,9.1
280,Houston Rockets,2016-2017,Nene Hilario,34,67,8,17.9,3.7,5.9,.617,0.0,0.1,.333,3.6,5.8,.624,.621,1.7,2.9,.589,1.4,2.8,4.2,1.0,0.8,0.6,1.1,2.4,9.1
281,Houston Rockets,2016-2017,Corey Brewer,30,58,8,15.9,1.6,3.9,.414,0.4,1.6,.234,1.2,2.3,.541,.463,0.6,0.8,.727,0.4,1.6,2.0,1.1,0.6,0.2,0.6,1.8,4.2
282,Houston Rockets,2016-2017,Isaiah Taylor,22,4,0,13.0,0.3,1.8,.143,0.0,0.5,.000,0.3,1.3,.200,.143,0.3,0.5,.500,0.3,0.5,0.8,0.8,0.3,0.3,0.0,1.5,0.8
283,Houston Rockets,2016-2017,Chinanu Onuaku,20,5,1,10.4,1.0,1.4,.714,0.0,0.0,,1.0,1.4,.714,.714,0.8,0.8,1.000,0.4,1.6,2.0,0.6,0.6,0.2,0.8,1.2,2.8
284,Houston Rockets,2016-2017,K.J. McDaniels,23,29,0,7.3,1.1,2.3,.456,0.3,0.9,.333,0.8,1.4,.537,.522,0.3,0.3,.900,0.2,0.8,1.0,0.1,0.2,0.3,0.3,0.8,2.8
285,Houston Rockets,2016-2017,Tyler Ennis,22,31,0,6.3,0.8,2.1,.391,0.2,0.5,.375,0.6,1.5,.396,.438,0.1,0.1,.667,0.1,0.5,0.6,1.1,0.2,0.0,0.8,0.9,1.9
286,Houston Rockets,2016-2017,Bobby Brown,32,25,0,4.9,0.9,2.4,.383,0.6,1.4,.400,0.4,1.0,.360,.500,0.1,0.1,1.000,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,2.5
287,Houston Rockets,2016-2017,Kyle Wiltjer,24,14,0,3.1,0.3,1.0,.286,0.3,0.9,.308,0.0,0.1,.000,.429,0.1,0.1,.500,0.3,0.4,0.7,0.1,0.2,0.1,0.4,0.3,0.9
288,Golden State Warriors,2016-2017,Klay Thompson,26,78,78,34.0,8.3,17.6,.468,3.4,8.3,.414,4.8,9.3,.516,.565,2.4,2.8,.853,0.6,3.0,3.7,2.1,0.8,0.5,1.6,1.8,22.3
289,Golden State Warriors,2016-2017,Stephen Curry,28,79,79,33.4,8.5,18.3,.468,4.1,10.0,.411,4.4,8.3,.537,.580,4.1,4.6,.898,0.8,3.7,4.5,6.6,1.8,0.2,3.0,2.3,25.3
290,Golden State Warriors,2016-2017,Kevin Durant,28,62,62,33.4,8.9,16.5,.537,1.9,5.0,.375,7.0,11.5,.608,.594,5.4,6.2,.875,0.6,7.6,8.3,4.8,1.1,1.6,2.2,1.9,25.1
291,Golden State Warriors,2016-2017,Draymond Green,26,76,76,32.5,3.6,8.6,.418,1.1,3.5,.308,2.5,5.1,.494,.481,2.0,2.8,.709,1.3,6.6,7.9,7.0,2.0,1.4,2.4,2.9,10.2
292,Golden State Warriors,2016-2017,Andre Iguodala,33,76,0,26.3,2.9,5.5,.528,0.8,2.3,.362,2.0,3.1,.651,.605,0.9,1.3,.706,0.7,3.3,4.0,3.4,1.0,0.5,0.8,1.3,7.6
293,Golden State Warriors,2016-2017,Matt Barnes,36,20,5,20.5,1.9,4.5,.422,0.9,2.6,.346,1.0,1.9,.526,.522,1.0,1.2,.870,0.8,3.8,4.6,2.3,0.6,0.5,1.2,2.4,5.7
294,Golden State Warriors,2016-2017,Zaza Pachulia,32,70,70,18.1,2.3,4.4,.534,0.0,0.0,.000,2.3,4.4,.538,.534,1.4,1.8,.778,2.0,3.9,5.9,1.9,0.8,0.5,1.2,2.4,6.1
295,Golden State Warriors,2016-2017,Shaun Livingston,31,76,3,17.7,2.3,4.2,.547,0.0,0.0,.333,2.3,4.1,.550,.549,0.6,0.8,.700,0.4,1.6,2.0,1.8,0.5,0.3,0.8,1.6,5.1
296,Golden State Warriors,2016-2017,Patrick McCaw,21,71,20,15.1,1.5,3.5,.433,0.6,1.7,.333,0.9,1.7,.533,.516,0.4,0.5,.784,0.3,1.1,1.4,1.1,0.5,0.2,0.5,0.9,4.0
297,Golden State Warriors,2016-2017,Ian Clark,25,77,0,14.8,2.7,5.6,.487,0.8,2.1,.374,1.9,3.5,.556,.558,0.6,0.8,.759,0.3,1.3,1.6,1.2,0.5,0.1,0.7,1.0,6.8
298,Golden State Warriors,2016-2017,David West,36,68,0,12.6,2.0,3.7,.536,0.0,0.1,.375,1.9,3.6,.541,.542,0.6,0.8,.768,0.7,2.3,3.0,2.2,0.6,0.7,1.1,1.5,4.6
299,Golden State Warriors,2016-2017,JaVale McGee,29,77,10,9.6,2.7,4.1,.652,0.0,0.0,.000,2.7,4.1,.658,.652,0.7,1.4,.505,1.3,1.9,3.2,0.2,0.2,0.9,0.5,1.4,6.1
300,Golden State Warriors,2016-2017,James Michael McAdoo,24,52,2,8.8,1.2,2.3,.530,0.0,0.2,.250,1.2,2.1,.550,.538,0.4,0.8,.500,0.7,1.1,1.8,0.3,0.3,0.6,0.4,0.9,2.8
301,Golden State Warriors,2016-2017,Damian Jones,21,10,0,8.5,0.8,1.6,.500,0.0,0.0,,0.8,1.6,.500,.500,0.3,1.0,.300,0.9,1.4,2.3,0.0,0.1,0.4,0.6,1.5,1.9
302,Golden State Warriors,2016-2017,Kevon Looney,20,53,4,8.4,1.1,2.0,.523,0.0,0.2,.222,1.0,1.8,.551,.533,0.4,0.6,.618,0.8,1.5,2.3,0.5,0.3,0.3,0.3,1.2,2.5
303,Golden State Warriors,2016-2017,Anderson Varejao,34,14,1,6.6,0.4,1.0,.357,0.0,0.0,,0.4,1.0,.357,.357,0.6,0.8,.727,0.9,1.1,1.9,0.7,0.2,0.2,0.6,1.1,1.3
304,Golden State Warriors,2016-2017,Briante Weber,24,7,0,6.6,0.7,2.0,.357,0.0,0.4,.000,0.7,1.6,.455,.357,0.3,0.4,.667,0.0,0.6,0.6,0.7,0.4,0.1,0.4,0.6,1.7
305,San Antonio Spurs,2016-2017,Kawhi Leonard,25,74,74,33.4,8.6,17.7,.485,2.0,5.2,.380,6.6,12.5,.529,.541,6.3,7.2,.880,1.1,4.7,5.8,3.5,1.8,0.7,2.1,1.6,25.5
306,San Antonio Spurs,2016-2017,LaMarcus Aldridge,31,72,72,32.4,6.9,14.6,.477,0.3,0.8,.411,6.6,13.8,.480,.488,3.1,3.8,.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3
307,San Antonio Spurs,2016-2017,Danny Green,29,68,68,26.6,2.6,6.6,.392,1.7,4.6,.379,0.9,2.0,.420,.523,0.4,0.5,.844,0.5,2.8,3.3,1.8,1.0,0.8,1.1,1.8,7.3
308,San Antonio Spurs,2016-2017,Pau Gasol,36,64,39,25.4,4.7,9.4,.502,0.9,1.6,.538,3.9,7.8,.494,.548,2.0,2.9,.707,1.7,6.2,7.8,2.3,0.4,1.1,1.3,1.7,12.4
309,San Antonio Spurs,2016-2017,Tony Parker,34,63,63,25.2,4.2,9.0,.466,0.4,1.1,.333,3.8,7.9,.484,.486,1.3,1.9,.726,0.1,1.7,1.8,4.5,0.5,0.0,1.4,1.5,10.1
310,San Antonio Spurs,2016-2017,Patty Mills,28,80,8,21.9,3.4,7.8,.440,1.8,4.4,.414,1.6,3.3,.474,.558,0.8,1.0,.825,0.3,1.5,1.8,3.5,0.8,0.0,1.3,1.4,9.5
311,San Antonio Spurs,2016-2017,Manu Ginobili,39,69,0,18.7,2.5,6.4,.390,1.3,3.3,.392,1.2,3.1,.387,.491,1.2,1.6,.804,0.4,1.9,2.3,2.7,1.2,0.2,1.4,1.7,7.5
312,San Antonio Spurs,2016-2017,David Lee,33,79,10,18.7,3.1,5.3,.590,0.0,0.0,,3.1,5.3,.590,.590,1.0,1.4,.708,1.9,3.7,5.6,1.6,0.4,0.5,1.0,1.6,7.3
313,San Antonio Spurs,2016-2017,Jonathon Simmons,27,78,8,17.8,2.3,5.4,.420,0.4,1.3,.294,1.9,4.1,.461,.456,1.3,1.7,.750,0.3,1.8,2.1,1.6,0.6,0.3,1.0,1.9,6.2
314,San Antonio Spurs,2016-2017,Dewayne Dedmon,27,76,37,17.5,2.1,3.4,.622,0.0,0.0,,2.1,3.4,.622,.622,0.9,1.2,.699,1.7,4.8,6.5,0.6,0.5,0.8,0.8,2.4,5.1
315,San Antonio Spurs,2016-2017,Kyle Anderson,23,72,14,14.2,1.3,2.9,.445,0.2,0.6,.375,1.1,2.3,.462,.481,0.6,0.8,.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4
316,San Antonio Spurs,2016-2017,Davis Bertans,24,67,6,12.1,1.5,3.5,.440,1.0,2.6,.399,0.5,0.9,.557,.588,0.4,0.5,.824,0.3,1.1,1.5,0.7,0.3,0.4,0.5,1.1,4.5
317,San Antonio Spurs,2016-2017,Nicolas Laprovittola,27,18,3,9.7,1.1,2.6,.426,0.6,1.5,.370,0.6,1.1,.500,.532,0.5,0.5,1.000,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3
318,San Antonio Spurs,2016-2017,Dejounte Murray,20,38,8,8.5,1.3,3.1,.431,0.2,0.6,.391,1.1,2.4,.441,.470,0.6,0.8,.700,0.2,0.9,1.1,1.3,0.2,0.2,1.0,0.8,3.4
319,San Antonio Spurs,2016-2017,Bryn Forbes,23,36,0,7.9,1.0,2.8,.364,0.5,1.5,.321,0.5,1.3,.413,.449,0.1,0.2,.833,0.1,0.6,0.6,0.6,0.0,0.0,0.3,0.6,2.6
320,San Antonio Spurs,2016-2017,Joel Anthony,34,19,0,6.4,0.5,0.8,.625,0.0,0.0,,0.5,0.8,.625,.625,0.3,0.4,.625,0.4,1.2,1.6,0.2,0.1,0.3,0.2,0.6,1.3
321,Minnesota Timberwolves,2016-2017,Andrew Wiggins,21,82,82,37.2,8.6,19.1,.452,1.3,3.5,.356,7.4,15.6,.473,.484,5.0,6.6,.760,1.2,2.8,4.0,2.3,1.0,0.4,2.3,2.2,23.6
322,Minnesota Timberwolves,2016-2017,Zach LaVine,21,47,47,37.2,6.9,15.1,.459,2.6,6.6,.387,4.4,8.5,.515,.544,2.5,3.0,.836,0.4,3.0,3.4,3.0,0.9,0.2,1.8,2.2,18.9
323,Minnesota Timberwolves,2016-2017,Karl-Anthony Towns,21,82,82,37.0,9.8,18.0,.542,1.2,3.4,.367,8.5,14.7,.582,.576,4.3,5.2,.832,3.6,8.7,12.3,2.7,0.7,1.3,2.6,2.9,25.1
324,Minnesota Timberwolves,2016-2017,Ricky Rubio,26,75,75,32.9,3.5,8.7,.402,0.8,2.6,.306,2.7,6.1,.443,.448,3.4,3.8,.891,0.9,3.2,4.1,9.1,1.7,0.1,2.6,2.7,11.1
325,Minnesota Timberwolves,2016-2017,Gorgui Dieng,27,82,82,32.4,4.0,8.1,.502,0.2,0.5,.372,3.9,7.5,.511,.514,1.7,2.0,.814,2.3,5.6,7.9,1.9,1.1,1.2,1.3,3.1,10.0
326,Minnesota Timberwolves,2016-2017,Brandon Rush,31,47,33,21.9,1.5,4.0,.374,0.9,2.4,.386,0.6,1.6,.356,.492,0.3,0.4,.722,0.3,1.8,2.1,1.0,0.5,0.5,0.6,0.9,4.2
327,Minnesota Timberwolves,2016-2017,Shabazz Muhammad,24,78,1,19.4,3.7,7.7,.482,0.6,1.9,.338,3.1,5.8,.528,.523,1.9,2.4,.774,1.1,1.7,2.8,0.4,0.3,0.1,0.7,1.1,9.9
328,Minnesota Timberwolves,2016-2017,Nemanja Bjelica,28,65,1,18.3,2.3,5.5,.424,0.9,2.7,.316,1.5,2.8,.531,.503,0.7,0.9,.738,0.9,2.9,3.8,1.2,0.6,0.3,0.9,2.4,6.2
329,Minnesota Timberwolves,2016-2017,Kris Dunn,22,78,7,17.1,1.5,4.0,.377,0.3,0.9,.288,1.2,3.1,.404,.411,0.5,0.8,.610,0.3,1.8,2.1,2.4,1.0,0.5,1.1,2.3,3.8
330,Minnesota Timberwolves,2016-2017,Omri Casspi,28,13,0,17.1,1.5,2.9,.500,0.2,0.8,.200,1.3,2.2,.607,.526,0.4,0.6,.625,0.5,1.1,1.5,0.8,1.0,0.2,0.8,1.8,3.5
331,Minnesota Timberwolves,2016-2017,Tyus Jones,20,60,0,12.9,1.3,3.0,.414,0.4,1.2,.356,0.8,1.8,.454,.486,0.6,0.7,.767,0.2,1.0,1.1,2.6,0.8,0.1,0.6,0.8,3.5
332,Minnesota Timberwolves,2016-2017,Lance Stephenson,26,6,0,11.2,1.7,3.5,.476,0.0,0.3,.000,1.7,3.2,.526,.476,0.2,0.3,.500,0.0,1.7,1.7,0.8,0.0,0.0,0.7,0.3,3.5
333,Minnesota Timberwolves,2016-2017,Cole Aldrich,28,62,0,8.6,0.7,1.4,.523,0.0,0.0,,0.7,1.4,.523,.523,0.2,0.4,.682,0.8,1.7,2.5,0.4,0.4,0.4,0.3,1.4,1.7
334,Minnesota Timberwolves,2016-2017,Adreian Payne,25,18,0,7.5,1.3,3.0,.426,0.2,0.8,.200,1.1,2.2,.513,.454,0.8,1.1,.737,0.5,1.3,1.8,0.4,0.4,0.4,0.4,1.8,3.5
