,Team,Name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
34,Toronto Raptors,Delon Wright,25,14,0,20.9,2.4,4.6,.523,0.6,2.0,.286,1.9,2.6,.703,.585,2.1,2.3,.938,0.4,2.0,2.4,2.6,0.9,0.4,1.8,1.4,7.6
35,Toronto Raptors,Pascal Siakam,23,21,4,20.9,3.3,6.3,.523,0.4,2.1,.205,2.9,4.2,.682,.557,0.2,0.9,.278,1.0,3.6,4.6,1.8,1.0,0.5,0.9,1.8,7.2
36,Toronto Raptors,Jonas Valanciunas,25,18,18,20.2,4.0,7.4,.541,0.1,0.3,.200,3.9,7.1,.555,.545,2.1,2.3,.881,2.2,4.8,7.1,0.7,0.3,0.6,1.6,2.8,10.1
37,Toronto Raptors,OG Anunoby,20,22,10,19.0,2.5,5.0,.505,1.1,2.7,.417,1.4,2.2,.612,.619,0.6,1.0,.636,0.6,1.4,2.0,0.9,0.9,0.0,0.5,2.0,6.8
38,Toronto Raptors,C.J. Miles,30,19,0,18.9,3.4,8.3,.408,2.5,6.4,.393,0.8,1.8,.457,.561,1.2,1.4,.885,0.3,1.7,2.0,0.7,0.6,0.5,0.6,2.1,10.5
39,Toronto Raptors,Fred VanVleet,23,22,0,16.5,2.3,5.8,.398,0.8,2.4,.346,1.5,3.5,.434,.469,0.9,1.0,.870,0.2,1.4,1.6,3.1,0.8,0.2,0.9,1.4,6.4
40,Toronto Raptors,Jakob Poeltl,22,22,0,15.7,3.2,4.6,.696,0.0,0.0,,3.2,4.6,.696,.696,0.7,1.5,.485,2.0,2.4,4.4,0.4,0.4,1.0,0.8,2.2,7.2
41,Toronto Raptors,Lucas Nogueira,25,17,2,12.0,1.6,2.8,.596,0.2,0.6,.300,1.5,2.2,.676,.628,0.4,0.5,.778,0.5,2.2,2.7,0.4,0.6,1.2,0.5,1.6,3.9
42,Toronto Raptors,Lorenzo Brown,27,5,0,9.4,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.0,0.0,,0.0,1.4,1.4,1.0,0.6,0.0,0.0,0.6,0.4
43,Toronto Raptors,Bruno Caboclo,22,2,0,3.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0
44,Toronto Raptors,Alfonzo McKinnie,25,8,0,3.1,0.5,0.8,.667,0.1,0.4,.333,0.4,0.4,1.000,.750,0.3,0.4,.667,0.0,0.6,0.6,0.1,0.0,0.1,0.1,0.8,1.4
45,Detroit Pistons,Andre Drummond,24,23,23,33.3,5.5,10.2,.543,0.0,0.1,.000,5.5,10.1,.547,.543,3.1,4.8,.640,5.0,10.1,15.0,3.9,1.7,1.3,3.2,3.4,14.1
46,Detroit Pistons,Tobias Harris,25,23,23,33.0,7.2,15.1,.478,2.8,6.1,.464,4.4,9.0,.488,.572,1.8,2.0,.894,1.0,4.3,5.3,1.6,0.6,0.2,0.7,2.0,19.1
47,Detroit Pistons,Avery Bradley,27,23,23,31.7,5.9,13.7,.432,1.8,4.6,.396,4.1,9.1,.450,.498,1.9,2.4,.800,0.6,2.0,2.6,2.1,1.4,0.2,2.6,2.4,15.6
48,Detroit Pistons,Stanley Johnson,21,20,19,29.7,2.9,7.6,.382,1.2,3.8,.307,1.8,3.9,.455,.457,1.1,1.5,.700,0.3,3.2,3.5,1.3,1.3,0.3,1.0,2.5,8.0
49,Detroit Pistons,Reggie Jackson,27,23,23,27.9,6.1,12.6,.484,1.5,3.8,.386,4.6,8.7,.527,.543,2.8,3.3,.855,0.7,2.1,2.8,5.6,0.8,0.0,2.5,2.2,16.5
50,Detroit Pistons,Ish Smith,29,23,0,19.6,4.1,8.4,.492,0.2,0.8,.211,4.0,7.6,.523,.503,0.8,1.3,.655,0.3,1.9,2.2,4.0,0.4,0.3,1.2,1.6,9.3
51,Detroit Pistons,Anthony Tolliver,32,20,1,18.2,2.0,4.8,.417,1.4,3.9,.359,0.6,0.9,.667,.563,1.1,1.5,.724,0.7,2.2,2.8,1.0,0.5,0.3,0.6,1.6,6.5
52,Detroit Pistons,Jon Leuer,28,8,0,17.0,1.9,4.5,.417,0.0,0.4,.000,1.9,4.1,.455,.417,1.6,1.9,.867,0.9,3.1,4.0,0.6,0.1,0.4,1.0,2.0,5.4
53,Detroit Pistons,Luke Kennard,21,18,0,16.1,2.4,5.5,.434,1.0,2.4,.419,1.4,3.1,.446,.525,0.6,0.7,.769,0.1,1.4,1.6,1.2,0.7,0.1,1.1,0.9,6.3
54,Detroit Pistons,Reggie Bullock,26,11,3,15.1,0.9,2.9,.313,0.3,1.7,.158,0.6,1.2,.538,.359,0.2,0.4,.500,0.3,0.8,1.1,1.1,0.7,0.2,0.2,0.5,2.3
55,Detroit Pistons,Langston Galloway,26,22,0,13.6,2.1,5.1,.407,1.3,3.5,.377,0.8,1.6,.472,.535,0.5,0.5,.833,0.1,1.5,1.6,0.7,0.4,0.1,0.3,0.7,6.0
56,Detroit Pistons,Eric Moreland,26,20,0,10.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.2,0.3,.500,1.1,1.9,2.9,0.8,0.2,0.7,0.5,1.9,1.2
57,Detroit Pistons,Henry Ellenson,21,9,0,9.3,1.7,4.3,.385,0.8,2.1,.368,0.9,2.2,.400,.474,0.1,0.1,1.000,0.1,2.4,2.6,0.6,0.3,0.0,0.7,0.8,4.2
58,Detroit Pistons,Boban Marjanovic,29,5,0,6.0,1.8,3.0,.600,0.0,0.0,,1.8,3.0,.600,.600,1.6,2.4,.667,1.0,0.6,1.6,0.2,0.4,0.2,1.6,2.0,5.2
59,Philadelphia 76ers,Ben Simmons,21,22,22,35.8,7.5,14.8,.503,0.0,0.4,.000,7.5,14.5,.516,.503,3.1,5.5,.567,2.3,7.0,9.3,7.1,2.3,0.8,3.7,2.5,18.0
60,Philadelphia 76ers,J.J. Redick,33,21,21,33.3,5.7,13.0,.438,2.5,6.3,.394,3.2,6.8,.479,.533,2.1,2.3,.917,0.2,2.6,2.8,3.6,0.7,0.1,1.3,2.3,16.0
61,Philadelphia 76ers,Robert Covington,27,23,23,31.8,5.1,11.7,.433,3.2,7.8,.408,1.9,4.0,.484,.569,1.6,2.0,.822,1.1,5.1,6.2,1.9,1.6,0.7,1.9,3.4,15.0
62,Philadelphia 76ers,Joel Embiid,23,20,20,29.9,8.1,17.0,.478,0.7,2.7,.241,7.5,14.3,.523,.497,6.2,7.9,.783,2.6,8.7,11.3,3.1,0.7,1.8,4.0,3.5,23.0
63,Philadelphia 76ers,Dario Saric,23,23,18,28.6,4.3,10.2,.417,1.5,4.5,.340,2.7,5.7,.477,.491,1.3,1.7,.816,2.0,4.5,6.5,1.9,0.5,0.4,1.5,2.2,11.4
64,Philadelphia 76ers,Jerryd Bayless,29,17,7,27.5,3.2,7.5,.430,1.5,4.0,.382,1.7,3.5,.483,.531,1.5,1.8,.806,0.4,2.1,2.5,1.9,0.6,0.2,1.4,2.5,9.5
65,Philadelphia 76ers,T.J. McConnell,25,20,1,24.4,3.1,5.8,.526,0.5,0.8,.563,2.6,5.0,.520,.565,0.5,0.6,.833,0.6,3.0,3.6,5.4,1.2,0.2,2.0,2.2,7.1
66,Philadelphia 76ers,Markelle Fultz,19,4,0,19.0,2.3,6.8,.333,0.0,0.0,,2.3,6.8,.333,.333,1.5,3.0,.500,0.8,1.5,2.3,1.8,0.5,0.3,1.5,1.5,6.0
67,Philadelphia 76ers,Timothe Luwawu-Cabarrot,22,22,0,16.7,2.5,5.9,.415,1.1,3.3,.333,1.4,2.6,.517,.508,1.2,1.6,.743,0.4,1.4,1.7,1.0,0.4,0.0,0.9,2.1,7.2
68,Philadelphia 76ers,Amir Johnson,30,21,2,15.3,1.9,3.8,.506,0.0,0.5,.100,1.9,3.3,.565,.513,0.5,1.1,.417,2.1,3.6,5.7,1.3,0.7,0.8,0.8,2.7,4.3
69,Philadelphia 76ers,Justin Anderson,24,10,0,12.6,1.8,4.8,.375,0.9,2.6,.346,0.9,2.2,.409,.469,0.5,0.7,.714,1.0,1.7,2.7,0.3,0.3,0.1,0.4,1.9,5.0
70,Philadelphia 76ers,Jahlil Okafor,22,2,0,12.5,2.0,4.5,.444,0.0,0.0,,2.0,4.5,.444,.444,1.0,2.0,.500,2.0,2.5,4.5,0.5,0.0,1.0,1.5,3.5,5.0
71,Philadelphia 76ers,Richaun Holmes,24,9,1,12.1,1.9,3.4,.548,0.1,0.6,.200,1.8,2.9,.615,.565,0.8,1.1,.700,1.0,2.6,3.6,0.8,0.1,0.3,0.3,2.2,4.7
72,Philadelphia 76ers,Nik Stauskas,24,6,0,7.5,0.2,0.7,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.3,0.3,1.000,0.0,0.2,0.2,0.2,0.7,0.0,0.7,0.5,0.7
73,Philadelphia 76ers,James Michael McAdoo,25,1,0,7.0,1.0,4.0,.250,1.0,4.0,.250,0.0,0.0,,.375,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
74,Philadelphia 76ers,Furkan Korkmaz,20,5,0,2.4,0.2,1.2,.167,0.0,0.8,.000,0.2,0.4,.500,.167,0.4,0.4,1.000,0.2,0.4,0.6,0.2,0.2,0.0,0.0,0.2,0.8
75,Philadelphia 76ers,Jacob Pullen,28,2,0,1.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Milwaukee Bucks,Giannis Antetokounmpo,23,21,21,37.1,11.0,20.1,.548,0.4,1.7,.250,10.6,18.4,.576,.559,7.3,9.6,.766,1.9,8.3,10.2,4.5,1.7,1.7,2.8,3.6,29.9
77,Milwaukee Bucks,Khris Middleton,26,22,22,36.8,7.3,15.8,.461,1.8,5.1,.348,5.5,10.7,.515,.517,3.2,3.7,.866,0.6,5.0,5.5,4.3,1.4,0.1,2.5,3.5,19.5
78,Milwaukee Bucks,Tony Snell,26,22,20,32.2,3.3,6.2,.529,1.7,3.6,.481,1.5,2.6,.596,.669,0.5,0.7,.750,0.2,1.9,2.0,1.7,0.7,0.4,0.5,1.6,8.8
79,Milwaukee Bucks,Eric Bledsoe,28,12,12,30.8,5.9,13.0,.455,1.3,4.3,.308,4.6,8.7,.529,.506,3.8,5.2,.742,0.8,3.1,3.9,4.6,2.0,0.7,2.8,2.3,17.0
80,Milwaukee Bucks,Malcolm Brogdon,25,21,10,30.1,5.0,10.8,.465,1.6,3.9,.420,3.4,6.9,.490,.540,1.3,1.6,.848,0.1,2.5,2.7,3.7,0.9,0.2,1.5,2.3,13.0
81,Milwaukee Bucks,John Henson,27,21,14,23.3,3.0,5.4,.561,0.0,0.1,.000,3.0,5.3,.571,.561,1.0,2.0,.476,1.8,4.9,6.7,1.4,0.4,1.5,1.4,2.8,7.0
82,Milwaukee Bucks,Matthew Dellavedova,27,13,1,20.0,1.9,5.1,.379,0.8,2.2,.379,1.1,2.8,.378,.462,0.8,0.8,.909,0.5,1.6,2.2,3.2,0.2,0.0,1.6,1.8,5.5
83,Milwaukee Bucks,Thon Maker,20,22,8,18.5,1.7,4.3,.389,0.5,1.6,.286,1.2,2.7,.450,.442,0.7,1.0,.652,1.0,2.4,3.4,0.7,0.7,0.7,0.7,2.5,4.5
84,Milwaukee Bucks,Mirza Teletovic,32,10,0,15.9,2.5,5.7,.439,2.1,4.5,.467,0.4,1.2,.333,.623,0.0,0.0,,0.3,2.0,2.3,1.0,0.4,0.1,0.7,1.4,7.1
85,Milwaukee Bucks,Greg Monroe,27,5,0,15.8,3.2,6.6,.485,0.0,0.0,,3.2,6.6,.485,.485,0.4,0.8,.500,1.2,3.8,5.0,1.0,0.0,0.0,1.2,1.4,6.8
86,Milwaukee Bucks,DeAndre Liggins,29,19,0,15.6,0.8,2.5,.333,0.5,1.5,.357,0.3,1.1,.300,.438,0.1,0.3,.400,0.1,1.1,1.2,0.8,0.8,0.4,0.6,1.7,2.3
87,Milwaukee Bucks,Jason Terry,40,10,0,11.1,0.6,1.9,.316,0.1,1.2,.083,0.5,0.7,.714,.342,0.2,0.2,1.000,0.0,0.9,0.9,0.6,0.7,0.4,0.4,0.7,1.5
88,Milwaukee Bucks,Rashad Vaughn,21,10,0,6.6,0.9,2.1,.429,0.5,1.2,.417,0.4,0.9,.444,.548,0.0,0.0,,0.0,0.3,0.3,0.4,0.2,0.2,0.1,0.5,2.3
89,Milwaukee Bucks,Gary Payton,25,7,2,6.4,0.9,2.1,.400,0.1,0.9,.167,0.7,1.3,.556,.433,0.0,0.0,,0.1,0.7,0.9,0.6,0.1,0.0,0.3,1.3,1.9
90,Milwaukee Bucks,Joel Bolomboy,24,5,0,6.2,0.2,0.8,.250,0.0,0.2,.000,0.2,0.6,.333,.250,0.6,1.2,.500,1.0,0.6,1.6,0.0,0.4,0.0,0.4,0.4,1.0
91,Milwaukee Bucks,Sterling Brown,22,5,0,5.8,0.8,2.4,.333,0.2,0.8,.250,0.6,1.6,.375,.375,0.0,0.0,,0.4,0.6,1.0,0.4,0.4,0.0,0.2,0.8,1.8
92,Milwaukee Bucks,D.J. Wilson,21,9,0,3.9,0.4,1.0,.444,0.0,0.3,.000,0.4,0.7,.667,.444,0.0,0.0,,0.0,0.6,0.6,0.1,0.0,0.0,0.1,0.3,0.9
93,Washington Wizards,Bradley Beal,24,24,24,34.7,8.3,18.1,.460,2.2,6.0,.366,6.1,12.1,.507,.521,4.5,5.5,.805,0.8,3.3,4.2,3.3,1.1,0.5,2.7,1.9,23.3
94,Washington Wizards,John Wall,27,16,16,34.4,6.9,16.0,.434,1.2,3.8,.317,5.8,12.3,.469,.471,5.3,7.0,.750,0.4,3.0,3.4,9.2,1.1,1.1,3.0,2.1,20.3
95,Washington Wizards,Otto Porter,24,23,23,32.6,6.1,12.1,.507,1.8,3.8,.466,4.3,8.3,.526,.581,1.2,1.5,.824,1.3,5.8,7.0,1.7,1.6,0.5,0.7,2.1,15.3
96,Washington Wizards,Marcin Gortat,33,24,24,29.3,4.0,7.5,.530,0.0,0.0,,4.0,7.5,.530,.530,1.5,2.2,.660,2.3,6.3,8.6,2.0,0.7,0.7,1.4,2.3,9.5
97,Washington Wizards,Kelly Oubre,22,24,6,27.8,4.0,9.4,.422,1.6,4.1,.388,2.4,5.3,.449,.507,2.3,2.8,.821,0.9,4.3,5.2,1.0,1.0,0.4,1.1,2.5,11.8
98,Washington Wizards,Markieff Morris,28,17,17,23.4,3.9,9.2,.429,1.1,2.9,.380,2.8,6.2,.453,.490,0.9,1.1,.789,0.9,3.4,4.3,1.2,0.5,0.7,1.5,3.1,9.9
99,Washington Wizards,Tim Frazier,27,24,8,17.9,1.5,3.5,.417,0.4,1.3,.300,1.1,2.3,.481,.470,0.6,0.7,.875,0.3,2.0,2.3,3.8,1.0,0.1,1.5,2.0,3.9
100,Washington Wizards,Mike Scott,29,21,0,17.9,3.1,6.1,.516,0.7,1.8,.368,2.5,4.3,.578,.570,0.7,1.0,.750,0.7,2.8,3.4,0.6,0.4,0.2,1.0,1.8,7.7
101,Washington Wizards,Jodie Meeks,30,24,0,16.8,2.3,6.0,.382,1.0,3.1,.320,1.3,2.9,.449,.465,2.0,2.2,.887,0.2,1.0,1.1,0.5,0.5,0.0,0.5,1.1,7.5
102,Washington Wizards,Tomas Satoransky,26,15,0,15.5,1.8,3.7,.491,0.4,0.9,.429,1.4,2.7,.512,.545,1.1,1.4,.810,0.6,1.6,2.2,2.5,0.5,0.0,0.5,1.4,5.1
103,Washington Wizards,Ian Mahinmi,31,24,0,14.3,1.1,2.5,.433,0.0,0.0,,1.1,2.5,.433,.433,1.0,1.3,.750,1.8,1.9,3.7,0.5,0.5,0.4,1.2,3.1,3.2
104,Washington Wizards,Jason Smith,31,9,2,9.0,0.8,3.1,.250,0.1,1.4,.077,0.7,1.7,.400,.268,0.8,0.8,1.000,0.9,0.7,1.6,0.1,0.1,0.6,0.3,1.8,2.4
105,Washington Wizards,Chris McCullough,22,6,0,7.5,1.3,3.5,.381,0.2,0.8,.200,1.2,2.7,.438,.405,0.8,1.3,.625,0.5,1.5,2.0,0.2,0.0,0.3,0.0,1.2,3.7
106,Indiana Pacers,Victor Oladipo,25,23,23,33.2,8.4,17.4,.483,2.4,5.4,.440,6.0,12.0,.502,.551,3.9,5.0,.789,0.6,4.4,5.0,4.0,1.8,1.2,3.3,2.5,23.1
107,Indiana Pacers,Thaddeus Young,29,24,24,32.9,6.0,12.0,.497,1.1,3.1,.351,4.9,8.9,.547,.542,0.4,0.8,.556,1.8,4.1,6.0,2.0,1.7,0.4,1.4,2.2,13.4
108,Indiana Pacers,Darren Collison,30,24,24,31.7,4.4,9.6,.455,1.1,3.1,.365,3.3,6.5,.497,.513,2.3,2.6,.873,0.7,2.5,3.2,6.6,1.3,0.2,1.5,2.0,12.2
109,Indiana Pacers,Bojan Bogdanovic,28,24,24,31.0,5.5,10.9,.508,2.2,5.0,.445,3.3,6.0,.559,.609,1.7,2.0,.837,0.3,2.9,3.2,1.2,0.6,0.0,1.1,1.6,15.0
110,Indiana Pacers,Myles Turner,21,17,16,28.9,5.5,11.2,.495,0.9,2.5,.357,4.6,8.7,.534,.534,2.1,2.6,.795,0.9,6.4,7.4,1.2,0.3,2.4,1.5,3.0,14.0
111,Indiana Pacers,Domantas Sabonis,21,22,8,25.1,4.6,8.6,.532,0.2,0.5,.455,4.4,8.1,.536,.545,3.0,4.0,.761,2.8,6.0,8.9,2.2,0.3,0.3,2.2,3.1,12.5
112,Indiana Pacers,Cory Joseph,26,24,0,24.3,2.8,6.8,.409,1.2,2.5,.459,1.6,4.3,.379,.494,1.1,1.2,.897,0.2,2.3,2.5,3.0,1.0,0.3,1.1,1.4,7.8
113,Indiana Pacers,Lance Stephenson,27,24,1,21.7,3.1,7.1,.439,0.7,2.2,.327,2.4,5.0,.487,.488,1.1,1.9,.600,0.9,4.0,4.9,2.6,0.6,0.2,1.5,1.9,8.1
114,Indiana Pacers,Al Jefferson,33,10,0,13.9,3.1,5.7,.544,0.0,0.1,.000,3.1,5.6,.554,.544,1.0,1.2,.833,1.1,3.6,4.7,1.1,0.5,0.7,0.8,1.8,7.2
115,Indiana Pacers,T.J. Leaf,20,20,0,11.1,1.6,3.5,.464,0.5,1.1,.455,1.1,2.4,.468,.536,0.2,0.4,.429,0.7,1.3,2.0,0.3,0.2,0.1,0.3,1.2,3.9
116,Indiana Pacers,Damien Wilkins,38,13,0,6.2,0.6,1.3,.471,0.0,0.5,.000,0.6,0.8,.800,.471,0.0,0.0,,0.3,0.5,0.8,0.5,0.2,0.0,0.3,0.3,1.2
117,Indiana Pacers,Joe Young,25,13,0,5.8,1.2,2.8,.444,0.1,0.8,.091,1.2,1.9,.600,.458,0.5,0.8,.600,0.2,0.5,0.7,0.6,0.1,0.0,0.3,0.5,3.0
118,Indiana Pacers,Alex Poythress,24,7,0,2.9,0.3,0.4,.667,0.3,0.3,1.000,0.0,0.1,.000,1.000,0.0,0.0,,0.0,0.6,0.6,0.0,0.0,0.0,0.1,0.1,0.9
119,Indiana Pacers,Ike Anigbogu,19,6,0,2.8,0.2,0.8,.200,0.0,0.0,,0.2,0.8,.200,.200,0.3,0.3,1.000,0.3,0.3,0.7,0.0,0.2,0.2,0.3,0.2,0.7
120,Miami Heat,Josh Richardson,24,23,23,32.5,3.7,9.3,.400,1.4,4.9,.295,2.3,4.5,.515,.477,0.8,1.0,.750,0.6,2.3,2.9,2.0,1.2,0.7,2.2,3.0,9.7
121,Miami Heat,Goran Dragic,31,23,23,32.2,6.4,14.0,.458,1.8,4.5,.408,4.6,9.5,.482,.523,3.0,3.7,.791,0.7,3.2,3.9,4.4,0.9,0.1,2.3,2.3,17.6
