,Team,Name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
0,Washington Wizards,John Wall,24,79,79,35.9,6.6,14.8,.445,0.8,2.7,.300,5.7,12.0,.478,.473,3.6,4.6,.785,0.5,4.2,4.6,10.0,1.7,0.6,3.8,2.3,17.6
1,Washington Wizards,Bradley Beal,21,63,59,33.4,5.8,13.5,.427,1.7,4.1,.409,4.1,9.4,.434,.489,2.1,2.6,.783,0.9,2.9,3.8,3.1,1.2,0.3,2.0,2.2,15.3
2,Washington Wizards,Marcin Gortat,30,82,82,29.9,5.4,9.5,.566,0.0,0.0,.000,5.4,9.4,.569,.566,1.5,2.1,.703,2.2,6.5,8.7,1.2,0.6,1.3,1.2,2.3,12.2
3,Washington Wizards,Paul Pierce,37,73,73,26.2,4.0,9.0,.447,1.6,4.2,.389,2.4,4.8,.496,.537,2.2,2.9,.781,0.6,3.4,4.0,2.0,0.6,0.3,1.3,2.2,11.9
4,Washington Wizards,Nene Hilario,32,67,58,25.3,4.6,9.0,.511,0.0,0.1,.200,4.6,8.9,.513,.512,1.8,3.0,.604,1.3,3.9,5.1,1.8,1.0,0.3,1.9,2.7,11.0
5,Washington Wizards,Kris Humphries,29,64,17,21.0,3.3,7.0,.473,0.0,0.1,.000,3.3,6.9,.481,.473,1.4,1.8,.744,1.8,4.7,6.5,0.9,0.5,0.4,0.7,2.0,8.0
6,Washington Wizards,Rasual Butler,35,75,1,20.1,2.9,6.9,.422,1.2,3.1,.387,1.7,3.8,.450,.510,0.7,0.9,.791,0.4,2.3,2.6,0.8,0.4,0.3,0.6,1.3,7.7
7,Washington Wizards,Ramon Sessions,28,28,3,19.5,2.2,5.4,.411,0.5,1.1,.406,1.8,4.3,.412,.454,2.5,3.0,.812,0.4,2.3,2.7,3.1,0.6,0.0,1.3,1.0,7.4
8,Washington Wizards,Otto Porter,21,74,13,19.4,2.4,5.3,.450,0.5,1.4,.337,1.9,3.9,.491,.495,0.8,1.1,.734,0.9,2.0,3.0,0.9,0.6,0.4,0.7,1.3,6.0
9,Washington Wizards,Drew Gooden,33,51,7,16.9,2.2,5.4,.399,0.5,1.2,.390,1.7,4.3,.401,.440,0.7,0.9,.773,1.4,3.0,4.4,1.0,0.4,0.2,0.5,1.8,5.4
10,Washington Wizards,Kevin Seraphin,25,79,0,15.6,2.9,5.7,.513,0.0,0.0,.000,2.9,5.7,.516,.513,0.7,1.0,.707,1.1,2.5,3.6,0.7,0.1,0.7,1.2,2.5,6.6
11,Washington Wizards,Garrett Temple,28,52,18,14.1,1.3,3.3,.400,0.6,1.7,.375,0.7,1.6,.427,.497,0.7,0.9,.729,0.5,1.3,1.7,1.1,0.8,0.2,0.7,1.5,3.9
12,Washington Wizards,Andre Miller,38,51,0,12.4,1.5,2.8,.542,0.0,0.2,.125,1.5,2.6,.567,.546,0.5,0.8,.718,0.4,1.1,1.5,2.8,0.3,0.0,0.9,1.1,3.6
13,Washington Wizards,Martell Webster,28,32,0,11.0,0.8,2.8,.264,0.3,1.3,.233,0.4,1.5,.292,.319,1.5,2.0,.750,0.3,1.1,1.4,0.5,0.2,0.0,0.7,0.8,3.3
14,Washington Wizards,Will Bynum,32,7,0,9.6,1.4,4.4,.323,0.0,1.3,.000,1.4,3.1,.455,.323,0.3,0.6,.500,0.3,0.6,0.9,2.6,0.1,0.1,1.1,1.3,3.1
15,Washington Wizards,Glen Rice,24,5,0,8.6,0.6,3.0,.200,0.2,1.4,.143,0.4,1.6,.250,.233,0.8,1.2,.667,0.4,0.4,0.8,0.4,0.0,0.0,0.4,2.2,2.2
16,Washington Wizards,DeJuan Blair,25,29,0,6.2,0.9,2.0,.456,0.0,0.0,,0.9,2.0,.456,.456,0.1,0.2,.667,0.6,1.4,1.9,0.1,0.2,0.0,0.4,1.4,1.9
17,Washington Wizards,Toure' Murry,25,4,0,4.3,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,0.5,1.000,0.3,0.0,0.3,0.3,0.3,0.0,1.0,0.5,1.5
