,Name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
0,DeMar DeRozan,28,20,20,34.3,8.4,17.4,.484,0.8,2.8,.286,7.6,14.6,.522,.507,5.7,7.1,.809,0.8,3.5,4.3,4.7,1.2,0.2,2.8,1.9,23.3
1,Kyle Lowry,31,20,20,32.6,5.4,11.9,.456,3.0,7.2,.417,2.4,4.7,.516,.582,2.9,3.2,.906,0.6,5.7,6.3,7.0,0.9,0.2,2.6,2.4,16.7
2,Serge Ibaka,28,18,18,26.9,4.7,9.7,.480,1.4,4.3,.325,3.3,5.4,.602,.551,1.0,1.6,.643,0.8,4.8,5.6,0.6,0.3,1.3,1.2,2.9,11.7
3,Norman Powell,24,16,12,22.9,3.5,8.0,.438,1.3,3.7,.356,2.2,4.3,.507,.520,1.3,1.6,.800,0.3,1.8,2.1,1.9,1.2,0.4,1.4,2.2,9.6
4,Pascal Siakam,23,19,4,21.0,3.5,6.4,.545,0.5,2.1,.225,3.0,4.3,.704,.583,0.3,0.8,.313,0.9,3.7,4.6,1.7,0.9,0.5,0.8,1.7,7.7
5,Delon Wright,25,14,0,20.9,2.4,4.6,.523,0.6,2.0,.286,1.9,2.6,.703,.585,2.1,2.3,.938,0.4,2.0,2.4,2.6,0.9,0.4,1.8,1.4,7.6
6,Jonas Valanciunas,25,16,16,20.3,4.1,7.3,.564,0.1,0.3,.200,4.1,7.0,.580,.568,2.0,2.3,.865,2.1,4.9,7.0,0.8,0.3,0.6,1.6,2.9,10.3
7,C.J. Miles,30,17,0,19.2,3.4,8.3,.411,2.5,6.4,.398,0.9,1.9,.455,.564,1.1,1.2,.900,0.3,1.7,2.0,0.6,0.6,0.5,0.6,2.0,10.4
8,OG Anunoby,20,20,8,18.8,2.4,4.8,.495,1.1,2.7,.396,1.3,2.1,.619,.605,0.7,1.1,.619,0.6,1.5,2.1,1.0,0.9,0.1,0.4,1.9,6.4
9,Fred VanVleet,23,20,0,15.8,2.1,5.5,.385,0.8,2.3,.348,1.3,3.2,.413,.459,0.8,1.0,.842,0.2,1.4,1.6,2.8,0.9,0.2,0.9,1.4,5.8
10,Jakob Poeltl,22,20,0,14.9,2.9,4.3,.674,0.0,0.0,,2.9,4.3,.674,.674,0.6,1.3,.440,2.0,2.3,4.3,0.4,0.4,1.0,0.9,2.1,6.4
11,Lucas Nogueira,25,17,2,12.0,1.6,2.8,.596,0.2,0.6,.300,1.5,2.2,.676,.628,0.4,0.5,.778,0.5,2.2,2.7,0.4,0.6,1.2,0.5,1.6,3.9
12,Lorenzo Brown,27,4,0,11.5,0.3,1.5,.167,0.0,0.8,.000,0.3,0.8,.333,.167,0.0,0.0,,0.0,1.8,1.8,1.3,0.8,0.0,0.0,0.8,0.5
13,Alfonzo McKinnie,25,7,0,3.6,0.6,0.9,.667,0.1,0.4,.333,0.4,0.4,1.000,.750,0.3,0.4,.667,0.0,0.7,0.7,0.1,0.0,0.1,0.1,0.9,1.6
14,Bruno Caboclo,22,2,0,3.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0
